CO_UNIDADE,CO_CNES,NO_FANTASIA,NO_MUNICIPIO,CO_TIPO_EQUIPAMENTO,DS_TIPO_EQUIPAMENTO,CO_EQUIPAMENTO,DS_EQUIPAMENTO,QT_EXISTENTE,QT_USO,QT_SUS,QT_OCIOSO_ESTIMADO
3304555717256,5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,RIO DE JANEIRO,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,16,4,4,12
3304555717256,5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,RIO DE JANEIRO,4,Equipamentos por Metodos Graficos,42,Eletroencefalografo,1,1,1,0
3304555717256,5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,1,0
3304555717256,5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,31,Endoscopio das Vias Respiratorias,1,1,1,0
3304555717256,5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,1,1,1,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,10,9,0,1
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,4,4,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,2,2,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,12,12,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,3,3,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,4,0,0,4
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,6,6,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,7,Equipamentos de Odontologia,83,Caneta de Alta Rotacao,10,9,0,1
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,7,Equipamentos de Odontologia,80,Equipo Odontologico,5,5,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,7,Equipamentos de Odontologia,82,Fotopolimerizador,1,1,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,286,256,0,30
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,38,34,0,4
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,59,Marcapasso Temporario,2,2,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,87,83,0,4
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,61,Monitor de Pressao Invasivo,10,10,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,137,128,0,9
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,103,103,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,71,71,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,19,18,0,1
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,2,2,0,0
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,2,2,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,8,5,0,3
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,4,2,0,2
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,2,2,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,15,15,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,10,DIALISE,01,APARELHO DE HEMODIALISE - AMBULATORIAL,10,10,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,56,56,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,4,4,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,1,0,0,1
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,10,5,0,5
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,51,Bomba/Balao Intra-Aortico,2,1,0,1
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,26,26,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,58,Incubadora,1,1,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,59,Marcapasso Temporario,2,1,0,1
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,102,100,0,2
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,61,Monitor de Pressao Invasivo,102,100,0,2
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,102,100,0,2
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,65,65,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,71,64,0,7
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,10,10,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,4,Equipamentos por Metodos Graficos,42,Eletroencefalografo,1,0,0,1
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,33,Endoscopio Digestivo,1,1,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,31,Endoscopio das Vias Respiratorias,1,1,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,2,2,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,1,1,0,0
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,36,Microscopio Cirurgico,2,2,0,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,17,MAMOGRAFO DIGITAL,1,1,1,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,2,2,2,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,6,6,6,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,6,6,6,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,1,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,8,EQUIPAMENTOS DE AUDIOLOGIA,87,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,2,2,2,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,19,AR CONDICIONADO,152,152,152,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,24,CAMARA PARA CONSERVACAO DE HEMODERIVADOS/IMUNO/TERMOLABEIS,1,1,1,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,2,2,2,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,2,2,2,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,2,Equipamentos de Infra-Estrutura,66,REFRIGERADOR,11,11,11,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,13,13,13,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,54,Bilirrubinometro,1,1,1,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,88,88,1,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,11,11,11,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,20,20,20,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,58,Incubadora,31,31,31,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,65,MONITOR MULTIPARAMETRO,88,88,88,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,25,25,25,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,25,25,25,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,11,11,11,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,1,1,1,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,51,HISTEROSCOPIO,2,2,2,0
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,RIO DE JANEIRO,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,2,2,2,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,1,1,1,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,1,1,1,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,2,Equipamentos de Infra-Estrutura,21,Controle Ambiental/Ar-condicionado Central,29,29,29,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,2,2,2,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,2,2,2,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,1,1,1,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,4,4,4,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,1,1,1,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,5,Equipamentos para Manutencao da Vida,58,Incubadora,2,2,2,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,5,Equipamentos para Manutencao da Vida,65,MONITOR MULTIPARAMETRO,5,5,5,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,15,15,15,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,2,2,2,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,2,2,2,0
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,3,Equipamentos por Metodos Opticos,32,Endoscopio das Vias Urinarias,1,0,0,1
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,1,0,0,1
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,SANTA MARIA MADALENA,3,Equipamentos por Metodos Opticos,36,Microscopio Cirurgico,1,0,0,1
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,1,DIAGNOSTICO POR IMAGEM,17,MAMOGRAFO DIGITAL,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,1,DIAGNOSTICO POR IMAGEM,16,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,1,DIAGNOSTICO POR IMAGEM,20,RAIO X ANALOGICO,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,1,DIAGNOSTICO POR IMAGEM,21,RAIO X DIGITAL,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,53,Berço Aquecido,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,4,2,2,2
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,4,3,3,1
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,57,Equipamento de Fototerapia,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,58,Incubadora,4,2,2,2
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,9,9,9,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,4,4,4,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,13,5,5,8
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,10,10,10,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,2,2,2,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,3,Equipamentos por Metodos Opticos,51,HISTEROSCOPIO,1,1,1,0
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,SAO FRANCISCO DE ITABAPOANA,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,3,3,3,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,10,Raio X para Hemodinamica,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,15,Ultrassom Convencional,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,60,54,54,6
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,51,Bomba/Balao Intra-Aortico,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,7,7,7,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,59,Marcapasso Temporario,2,2,2,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,36,30,30,6
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,61,Monitor de Pressao Invasivo,36,30,30,6
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,62,Monitor de Pressao Nao-Invasivo,36,30,30,6
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,63,Reanimador Pulmonar/AMBU,37,35,35,2
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,5,Equipamentos para Manutencao da Vida,64,Respirador/Ventilador,18,18,18,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,4,Equipamentos por Metodos Graficos,41,Eletrocardiografo,4,4,4,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,3,Equipamentos por Metodos Opticos,35,Laparoscopio/Vídeo,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,6,Outros Equipamentos,73,Bomba de Infusao de Hemoderivados,1,1,1,0
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SAO GONCALO,6,Outros Equipamentos,76,Equipamento de Circulacao Extracorporea,1,1,1,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,04,Raio X ate 100 mA,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,05,Raio X de 100 a 500 mA,2,2,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,11,Tomógrafo Computadorizado,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,13,Ultrassom Doppler Colorido,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,1,DIAGNOSTICO POR IMAGEM,14,Ultrassom Ecografo,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,10,DIALISE,02,APARELHO DE HEMODIALISE - HOSPITALAR,4,4,4,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,9,EQUIPAMENTOS DE TELESSAUDE,01,CAMERA PARA RECONHECIMENTO FACIAL,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,2,Equipamentos de Infra-Estrutura,22,Grupo Gerador,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,2,Equipamentos de Infra-Estrutura,23,Usina de Oxigenio,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,7,Equipamentos de Odontologia,85,Amalgamador,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,7,Equipamentos de Odontologia,80,Equipo Odontologico,1,1,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,5,Equipamentos para Manutencao da Vida,52,Bomba de Infusao,58,58,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,5,Equipamentos para Manutencao da Vida,56,Desfibrilador,9,9,0,0
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SAO GONCALO,5,Equipamentos para Manutencao da Vida,60,Monitor de ECG,16,16,0,0
