CO_UNIDADE,CO_CNES,NO_FANTASIA,NO_RAZAO_SOCIAL,CATEGORIA_UNIDADE,DS_TIPO_ESTABELECIMENTO,ENDERECO,NO_BAIRRO,CO_CEP,NO_MUNICIPIO,CO_MUNICIPIO_GESTOR,NU_TELEFONE,NO_EMAIL,LAT,LON,CO_NATUREZA_JUR,TP_GESTAO,CO_TIPO_ESTABELECIMENTO,"TO_CHAR(DT_ATUALIZACAO,'DD/MM/YYYY')"
3300952271087,2271087,UNIDADE BASICA DE SAUDE GROTAO,PREFEITURA MUNICIPAL COMENDADOR LEVY GASPARIAN,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"ESTRADA UNIAO INDUSTRIA KM 132, S/N, LADO DA POLICLINICA, GROTAO - CEP 25871480",GROTAO,25871480,COMENDADOR LEVY GASPARIAN,330095,24992714332,saudelevygasparian@gmail.com,-22.037802839850656,-43.20455074310303,1244,M,001,03/02/2026
3300952271060,2271060,UNIDADE BASICA DE SAUDE MONT SERRAT,PREFEITURA MUNICIPAL COMENDADOR LEVY GASPARIAN,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA BERNARDINO FRANCO, 280, MONT SERRAT - CEP 25875010",MONT SERRAT,25875010,COMENDADOR LEVY GASPARIAN,330095,2422542398,saudelevygasparian@gmail.com,-22.016921878403984,-43.310492634773254,1244,M,001,22/10/2025
3301402293463,2293463,CENTRO DE ESPECIALIDADES RODOLFO ESTACIO GAMBETA,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ROSENDO FONTES TAVARES, 185, BOCAINA - CEP 28740000",BOCAINA,28740000,CONCEICAO DE MACABU,330140,2227792000,semsa@conceicaodemacabu.rj.gov.br,-22.08946736004905,-41.867040395736694,1244,M,001,22/09/2025
3301406322786,6322786,CENTRO DE SAUDE ORAL,SULAMITA REGINA MORAES BARROS,UBS / Atencao basica,AMBULATORIO,"RUA ABELARDO DE CARVALHO, 60, SALA 103, CENTRO - CEP 28740000",CENTRO,28740000,CONCEICAO DE MACABU,330140,27790000,sularbarros@hotmail.com,-22.08536153699225,-41.86559200286865,4000,M,016,27/07/2020
3301406142826,6142826,CENTRO DE SAUDE ORAL,MARCO ELIAS DOS SANTOS SILVA,UBS / Atencao basica,AMBULATORIO,"RUA JOAQUIM CANDIDO, 42, CENTRO - CEP 28740000",CENTRO,28740000,CONCEICAO DE MACABU,330140,2227792337,marco.endo@hotmail.com,-22.08455626471296,-41.866375207901,4000,M,016,14/06/2019
3301406602312,6602312,CENTRO INTEGRADO DE CONVIVENCIA EDEMIR FIDELIS RIBEIRO,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA PLACIDO FREIRE, 32, CENTRO - CEP 28740000",CENTRO,28740000,CONCEICAO DE MACABU,330140,2227792560,SMSMACABU@FACILITI.COM.BR,-22.083353318556913,-41.869046688079834,1244,M,001,07/04/2022
3301402290111,2290111,ESF ALBA CRISTINA CRUZ DE CARVALHO FERREIRA,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA POETA ANTONIO SILVA, S/N, 2 DISTRITO, MACABUZINHO - CEP 28745000",MACABUZINHO,28745000,CONCEICAO DE MACABU,330140,2227703060,semsa@conceicaodemacabu.rj.gov.br,-22.08537644939856,-41.736711859703064,1244,M,001,22/09/2025
3301402290162,2290162,ESF ARLINDA DE ARAUJO LINHARES,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA JOSE FERREIRA DE OLIVEIRA, 22, VILA SAO JOSE - CEP 28740000",VILA SAO JOSE,28740000,CONCEICAO DE MACABU,330140,2227703060,semsa@conceicaodemacabu.rj.gov.br,-22.105521671689917,-41.86717987060547,1244,M,001,24/09/2025
3301406850022,6850022,ESF CAPELINHA,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"ASSENTAMENTO CAPELINHA, S/N, CAPELINHA - CEP 28740000",CAPELINHA,28740000,CONCEICAO DE MACABU,330140,2227792898,semsa@conceicaodemacabu.rj.gov.br,-22.140337839462415,-41.753684878349304,1244,M,001,24/06/2025
3301402290197,2290197,ESF GUARACY ALVES SANTANA,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ALVARO DAUMAS, 05, VILA NOVA - CEP 28740000",VILA NOVA,28740000,CONCEICAO DE MACABU,330140,2227703060,semsa@conceicaodemacabu.rj.gov.br,-22.081931641706884,-41.8759024143219,1244,M,001,24/09/2025
3301402290081,2290081,ESF HERMENEGILDA FERREIRA,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA MARIA CAROLINA SOARES, S/N, L, CALCADINHA - CEP 28740000",CALCADINHA,28740000,CONCEICAO DE MACABU,330140,2227703060,semsa@conceicaodemacabu.rj.gov.br,-22.103444157781343,-41.852529644966125,1244,M,001,24/09/2025
3301407551304,7551304,ESF USINA,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"CONJUNTO HABITACIONAL SILVIO SOARES TAVARES, S/N, L, USINA - CEP 28740000",USINA,28740000,CONCEICAO DE MACABU,330140,(22) 27703060,semsa@conceicaodemacabu.rj.gov.br,-22.081822281356413,-41.875988245010376,1244,M,001,07/04/2022
3301402290154,2290154,ESF ZOTTE,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA LEOVEGILDA PAIXAO FONTES, S/N, RHODIA - CEP 28740000",RHODIA,28740000,CONCEICAO DE MACABU,330140,2227792000,semsa@conceicaodemacabu.rj.gov.br,-22.07328942752724,-41.86505287885666,1244,M,001,24/09/2025
3301407950128,7950128,PSF VILA NOVA,SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA JORGE LUIZ SARDINHA, S/N, VILA NOVA - CEP 28740000",VILA NOVA,28740000,CONCEICAO DE MACABU,330140,(22) 27792065,smsmacabu@faciliti.com.br,-22.08146437416277,-41.86994791030884,1244,M,001,07/04/2022
3301509101047,9101047,ADILSON BARBOSA REDER,ADILSON BARBOSA REDER,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVN RAUL VEIGA, 26, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,,,-22.02772824736029,-42.36248731613159,4000,M,001,19/09/2025
3301506363199,6363199,ANDREA PIRAZZO SIMAO BURKHARDT,ANDREA PIRAZZO SIMAO BURKHARDT,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV RAUL VEIGA, 134, SL 27, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,2225514033,,-22.029127,-42.361459,4000,M,001,19/09/2025
3301502293501,2293501,CENTRO DE SAUDE DE CORDEIRO,MUNICIPIO DE CORDEIRO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA NACIB SIMAO, 1325, RODOLFO CONCALVES - CEP 28540000",RODOLFO CONCALVES,28540000,CORDEIRO,330150,(22)25511293,,-22.033675625568318,-42.38658428192139,1244,M,001,24/02/2026
3301503711315,3711315,CLAUDIO DOS SANTOS DIAS COLA,CLAUDIO DOS SANTOS DIAS COLA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVN RAUL VEIGA, 174, SL 28, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,2225514060,,-22.02787743214228,-42.36257314682007,4000,M,001,19/09/2025
3301507524102,7524102,CLINICA ESPACO SAUDE 67 LTDA ME,CLINICA ESPACO SAUDE 67 LTDA ME,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA NOSSA SENHORA DA PIEDADE, 67, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,22-25513309,,-22.02941899902003,-42.36070364713669,2062,M,001,19/09/2025
3301503735869,3735869,DIAGMED,DIAGMED LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA MOACIR LAPORT LEITAO, 33, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,2225510852,r.montechiari@uol.com.br,-22.026584492143925,-42.362937927246094,2062,M,001,19/09/2025
3301507036671,7036671,ERICK PEREIRA SCHUELER,ERICK PEREIRA SCHUELER,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVN RAUL VEIGA, 86, SALA 701, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,,,-22.028971449074675,-42.36353874206543,4000,M,001,19/09/2025
3301509132988,9132988,ESF RODOLFO,MUNICIPIO DE CORDEIRO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA PEDRO PEREIRA LEAL, 20, RODOLFO GONCALVES - CEP 28540000",RODOLFO GONCALVES,28540000,CORDEIRO,330150,(22)25510964,,-22.03267612545727,-42.377872467041016,1244,M,001,19/09/2025
3301509499083,9499083,LAB MED,ANGELO CLINICA MEDICINA DO TRABALHO LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA MARECHAL HUMBERTO ALENCAR CASTELO BRANCO, 107, 2 ANDAR, SUMARE - CEP 28540000",SUMARE,28540000,CORDEIRO,330150,,,-22.02848411530325,-42.35795438289642,2062,M,001,19/09/2025
3301503433633,3433633,LUIZ EDUARDO PINTO TAVARES,LUIZ EDUARDO PINTO TAVARES,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVN PRESIDENTE VARGAS, 137, SL 7, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,2225512053,,-22.026107095929923,-42.359912395477295,4000,M,001,19/09/2025
3301509491740,9491740,ORO MED MEDICINA E ODONTOLOGIA LTDA,ORO MED MEDICINA E ODONTOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA SAO SEBASTIAO, 60, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,,,-22.02773819301732,-42.360641956329346,2062,M,001,19/09/2025
3301500193194,0193194,PAULO MARCUS DE MATOS MOREIRA,PAULO MARCUS DE MATOS MOREIRA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVN PRESIDENTE GETULIO VARGAS, 20, APTO 201, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,(22)25510228,paulomarcusmm@hotmail.com,-22.026107095929923,-42.35948324203491,4000,M,001,19/09/2025
3301505054389,5054389,PLINIO GERK NAEGELE,PLINIO GERK NAEGELE,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA VAN ERVEN, 92, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,,,-22.028573625713534,-42.36154317855835,4000,M,001,19/09/2025
3301502293528,2293528,PSF CENTRO,MUNICIPIO DE CORDEIRO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVN PRESIDENTE VARGAS, 296, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,(22)25510360,,-22.02627617393975,-42.35873222351074,1244,M,001,19/09/2025
3301502293552,2293552,PSF LAVRINHAS,MUNICIPIO DE CORDEIRO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ANTONIO GONCALVES RIBEIRO, S/N, LAVRINHAS - CEP 28540000",LAVRINHAS,28540000,CORDEIRO,330150,(22)25515352,,-22.008511934024646,-42.367433309555054,1244,M,001,19/09/2025
3301502293536,2293536,PSF MANANCIAL,MUNICIPIO DE CORDEIRO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA PRINCIPAL, S/N, MANANCIAL - CEP 28540000",MANANCIAL,28540000,CORDEIRO,330150,(22)25513206,,-22.029033,-42.361499,1244,M,001,19/09/2025
3301502293579,2293579,PSF RETIRO POETICO,MUNICIPIO DE CORDEIRO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA 19, 201, RETIRO POETICO - CEP 28540000",RETIRO POETICO,28540000,CORDEIRO,330150,(22)25514901,,-22.035396141569457,-42.38119840621948,1244,M,001,19/09/2025
3301503523071,3523071,PSF SAO LUIZ,MUNICIPIO DE CORDEIRO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA HERACLITO PRATA, 232, SAO LUIZ - CEP 28540000",SAO LUIZ,28540000,CORDEIRO,330150,(22)25510945,,-22.025547645193765,-42.36522853374481,1244,M,001,19/09/2025
3301509215700,9215700,R ROMITO GONCALVES ME,R ROMITO GONCALVES ME,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA WALDIR HERDY JEVAUX, 124, RETIRO POETICO - CEP 28540000",RETIRO POETICO,28540000,CORDEIRO,330150,,,-22.035485647610013,-42.38104820251465,2062,M,001,19/09/2025
3301506345549,6345549,TELMA FERNANDES,TELMA FERNANDES,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVN RAUL VEIGA, 86, SL 704, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,,telmafer10@yahoo.com.br,-22.028449305683978,-42.363147139549255,4000,M,001,19/09/2025
3301504443039,4443039,V V,V V DIAGNOSTICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ABEL VENTURA RIBEIRO DE MORAES, 396, 2 ANDAR LOJA 02, CENTRO - CEP 28540000",CENTRO,28540000,CORDEIRO,330150,,,-22.028523897714805,-42.360631227493286,2062,M,001,19/09/2025
3301602268019,2268019,CENTRO DE SAUDE DE DUAS BARRAS,SECRETARIA MUNICIPAL DE SAUDE DE DUAS BARRAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ORLANDO PAGNUZZI, 410, CENTRO - CEP 28650000",CENTRO,28650000,DUAS BARRAS,330160,2225341274,sms2barras@yahoo.com.br,-22.051829,-42.522493,1244,M,001,27/02/2026
3301602268043,2268043,CONSULTORIO DENTARIO PAULO CESAR,PAULO CESAR GRIPP WERMELINGER,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"PRACA CAP JORGE SOARES, 133, MONNERAT - CEP 28655000",MONNERAT,28655000,DUAS BARRAS,330160,,,-22.051297,-42.522351,4000,M,001,28/10/2024
3301602267969,2267969,CONSULTORIO ODONTOLOGICO ADRIANA ARAUJO,ADRIANA RODRIGUES ARAUJO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA COMEND ALVES RIBEIRO, 80, CENTRO - CEP 28650000",CENTRO,28650000,DUAS BARRAS,330160,2425341336,,-22.051267,-42.522537,4000,M,001,28/10/2024
3301602267950,2267950,CONSULTORIO ODONTOLOGICO ADRIANO PEREIRA,ADRIANO RODRIGUES PEREIRA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA LUCIANO DE SOUZA TURQUE, 10, CASTELO - CEP 28650000",CASTELO,28650000,DUAS BARRAS,330160,2425341341,,-22.051527,-42.522469,4000,M,001,28/10/2024
3301602268027,2268027,CONSULTORIO ODONTOLOGICO DR LUIZ CARLOS,LUIZ CARLOS POUBEL DE PAIVA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA COMENDADOR ALVES RIBEIRO, 12, 204, CENTRO - CEP 28650000",CENTRO,28650000,DUAS BARRAS,330160,,,-22.051657,-42.522739,4000,M,001,28/10/2024
3301606477968,6477968,ESF CENTRO,SECRETARIA MUNICIPAL DE SAUDE DE DUAS BARRAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ORLANDO PAGNUZZI, S/N, CENTRO - CEP 28650000",CENTRO,28650000,DUAS BARRAS,330160,2225341212,,-22.051237,-42.522537,1244,M,001,27/02/2026
3301602267845,2267845,ESF FAZENDA DO CAMPO,SECRETARIA MUNICIPAL DE SAUDE DE DUAS BARRAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"FAZ DO CAMPO, S/N, 1 DISTRITO - CEP 28650000",1 DISTRITO,28650000,DUAS BARRAS,330160,,,-22.051613,-42.522351,1244,M,001,02/09/2025
3301605525608,5525608,ESF MONNERAT,SECRETARIA MUNICIPAL DE SAUDE DE DUAS BARRAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA NOSSA SENHORA DA GUIA, 07, 2 DISTRITO, MONNERAT - CEP 28655000",MONNERAT,28655000,DUAS BARRAS,330160,2225344651,,-22.051435,-42.522573,1244,M,001,27/02/2026
3301604477545,4477545,ESF RECANTO BAU,MUNICIPIO DE DUAS BARRAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA CENTRO, 25, CENTRO - CEP 28650000",CENTRO,28650000,DUAS BARRAS,330160,,,-22.051092,-42.522237,1244,M,001,27/02/2026
3301602268000,2268000,SERVICO DE PRONTO ATENDIMENTO DE MONNERAT,SECRETARIA MUNICIPAL DE SAUDE DE DUAS BARRAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ANTONIO PEREIRA DA SILVA, 68, MONNERAT - CEP 28655000",MONNERAT,28655000,DUAS BARRAS,330160,2225344281,,-22.051591,-42.522637,1244,M,001,03/07/2025
3301602267934,2267934,SMS DE DUAS BARRAS,SECRETARIA MUNICIPAL DE SAUDE DE DUAS BARRAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ORLANDO PAGNUZZI, 410, CENTRO - CEP 28650000",CENTRO,28650000,DUAS BARRAS,330160,,,-22.051493,-42.522837,1244,M,001,03/02/2026
3301703807975,3807975,C E O CENTRO DE ESPECIALIDADES ODONTOLOGICAS I CENTRO,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA GENERAL ARGOLO, S/N, ANEXO I, CENTRO - CEP 25011490",CENTRO,25011490,DUQUE DE CAXIAS,330170,,,-22.793096,-43.306256,1244,M,001,20/01/2026
3301705061865,5061865,C E O CENTRO DE ESPECIALIDADES ODONTOLOGICAS II IMBARIE,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA VENCESLAU BRAS, S/N, IMBARIE - CEP 25275455",IMBARIE,25275455,DUQUE DE CAXIAS,330170,,,-22.643601,-43.220356,1244,M,001,13/11/2025
3301709936319,9936319,C E O CENTRO DE ESPECIALIDADES ODONTOLOGICAS IV XEREM,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA VENANCIA, S/N, PARQUE XEREM - CEP 25245500",PARQUE XEREM,25245500,DUQUE DE CAXIAS,330170,,,-22.570112,-43.313023,1244,M,001,20/01/2026
3301707680058,7680058,C E O CENTRO DE ESPECIALIDES ODONTOLOGICAS III PRAINHA,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DOUTOR MANOEL TELES, 1714, PRACA DA PRAINHA, PRAINHA - CEP 25015660",PRAINHA,25015660,DUQUE DE CAXIAS,330170,,,-22.799213,-43.323132,1244,M,001,13/11/2025
3301703405214,3405214,CARDIOECO,CARDIOECO CENTRO DE EXAMES CARDIOLOGICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"TENENTE JOSE DIAS, 392, A, CENTRO - CEP 25010305",CENTRO,25010305,DUQUE DE CAXIAS,330170,,CARDIOECOCARDIOECO@GMAIL.COM,-22.78851163269573,-43.31292539834976,2240,M,001,04/08/2022
3301704034937,4034937,CENTRO DE SAUDE INSTITUTO DE FAMILIA PONCIO,INSTITUTO DE FAMILIA PONCIO,UBS / Atencao basica,POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE,"ROD WASHINGTON LUIZ, 5581, LOTE 01 QUADRA 85, JARDIM GRAMACHO - CEP 25065004",JARDIM GRAMACHO,25065004,DUQUE DE CAXIAS,330170,(21) 2181-2638,contato@institutofamiliaponcio.org.br,-22.761698,-43.287119,3999,M,013,20/10/2025
3301702277603,2277603,CENTRO MUNICIPAL DE SAUDE DE DUQUE DE CAXIAS,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,AMBULATORIO,"RUA DA REPUBLICA, 12, ANTIGA GAL GURJAO, JD 25 DE AGOSTO - CEP 25011500",JD 25 DE AGOSTO,25011500,DUQUE DE CAXIAS,330170,(21)2772-5030,cmsdc.sms@gmail.com,-22.7941186,-43.3087967,1244,M,016,30/01/2026
3301702277905,2277905,CENTRO ODONTOLOGICO PROF HERDY,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ALCINO GUANABARA, S/N, PARQUE FELICIDADE - CEP 25080170",PARQUE FELICIDADE,25080170,DUQUE DE CAXIAS,330170,2126501295,,-22.787133,-43.298567,1244,M,001,13/11/2025
3301709118802,9118802,CLIMERJ,CLISAM CLINICA DE SERVICO AMBULATORIAL MEDICO LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"NASCIMENTO E SILVA, 245, QUADRA10, PARQUE URUGUAIANA - CEP 25212400",PARQUE URUGUAIANA,25212400,DUQUE DE CAXIAS,330170,21 26783671,clisam@hotmail.com,-22.675786,-43.249719,2062,M,001,09/03/2026
3301709960457,9960457,FERNANDA PALMEIRA LEITE MOREIRA,FERNANDA PALMEIRA LEITE MOREIRA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA GENERAL CAMARA, 18, SL 404, 25 DE AGOSTO - CEP 25070340",25 DE AGOSTO,25070340,DUQUE DE CAXIAS,330170,,,-22.788447338892173,-43.30784797668457,4000,M,001,07/10/2020
3301705837618,5837618,HGF HOSPITAL GERAL NOSSA SENHORA DE FATIMA,HOSPITAL GERAL NOSSA SENHORA DE FATIMA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA VOLUNTARIOS DA PATRIA, 257, CONJ PART, JARDIM 25 DE AGOSTO - CEP 25075030",JARDIM 25 DE AGOSTO,25075030,DUQUE DE CAXIAS,330170,,,-22.790267,-43.303508,2062,M,001,15/09/2025
3301707638108,7638108,INTEGRAL UROLOGIA LTDA ME,INTEGRAL UROLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"JAIR GOMES JARDINS, S/N, LOTE 1 LOJA A PARTE, MANTIQUIRA - CEP 25250572",MANTIQUIRA,25250572,DUQUE DE CAXIAS,330170,24 22310487,,-22.786449270197483,-43.311946392059326,2062,M,001,15/10/2024
3301702277336,2277336,LABORATORIO DE ANAL SAO JOSE,LABORATORIO DE ANAL CLINICAS SAO JOSE LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA CONDE DE PORTO ALEGRE, 363, 25 DE AGOSTO - CEP 25070350",25 DE AGOSTO,25070350,DUQUE DE CAXIAS,330170,(21)27720303,,-22.786251440021285,-43.30827713012695,2240,M,001,02/09/2022
3301705837561,5837561,LEVE SAUDE DUQUE DE CAXIAS,LEVA SAUDE CLINICA MEDCICA S A,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA, 1203, SALA 704, CENTRO - CEP 25010002",CENTRO,25010002,DUQUE DE CAXIAS,330170,2122222222,juridico@levesaude.com.br,-22.78954,-43.309686,2054,M,001,22/01/2026
3301704602110,4602110,TERE LIFE,TERE LIFE EMERGENCIAS MEDICAS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"FLORIANO DE GODOI, 94, GALPAO, PARQUE DUQUE - CEP 25085050",PARQUE DUQUE,25085050,DUQUE DE CAXIAS,330170,21 27424522,COMERCIALTERELIFE@GMAIL.COM,-22.80067,-43.29114,2062,M,001,23/01/2025
3301702277832,2277832,UNIDADE BASICA DE SAUDE ABDUL NASSER HAIKAL,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA MARQUES DE BAEPENDI, S/N, PARQUE CHUNO - CEP 25265008",PARQUE CHUNO,25265008,DUQUE DE CAXIAS,330170,2126509096,,-22.688567477797868,-43.25933218002319,1244,M,001,13/11/2025
3301702277948,2277948,UNIDADE BASICA DE SAUDE ALAYDE CUNHA,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA CASTRO ALVES, S/N, COPACABANA - CEP 25060450",COPACABANA,25060450,DUQUE DE CAXIAS,330170,(21)26720111,,-22.77008774542749,-43.30203294754028,1244,M,001,15/01/2026
3301705922496,5922496,UNIDADE BASICA DE SAUDE APARECIDA TAVARES,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV BRASIL, S/N, ESQ COM 14 DE JULHO, VILA SAO LUIZ - CEP 25070260",VILA SAO LUIZ,25070260,DUQUE DE CAXIAS,330170,,,-22.779564611321796,-43.29070329666138,1244,M,001,15/01/2026
3301707676670,7676670,UNIDADE BASICA DE SAUDE BARAO DO AMAPA,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ANDREIA, S/N, PARQUE BARAO DO AMAP - CEP 25235452",PARQUE BARAO DO AMAP,25235452,DUQUE DE CAXIAS,330170,,,-22.687082681875275,-43.353166580200195,1244,M,001,15/01/2026
3301709973044,9973044,UNIDADE BASICA DE SAUDE CALUNDU,PREFEITURA MUNICIPAL DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"ESTRADA CALUNDU, S/N, NOSSA SENHORA DO CAR - CEP 25040610",NOSSA SENHORA DO CAR,25040610,DUQUE DE CAXIAS,330170,,,-22.745872,-43.327673,1244,M,001,15/01/2026
3301709927514,9927514,UNIDADE BASICA DE SAUDE CANGULO,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA PADRE BARTOLOMEU, S/N, JARDIM BALNEARIO A - CEP 25220445",JARDIM BALNEARIO A,25220445,DUQUE DE CAXIAS,330170,,,-22.695144,-43.2366593,1244,M,001,15/01/2026
3301704546113,4546113,UNIDADE BASICA DE SAUDE COVANCA,PREFEITURA MUNICIPAL DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA MIGUEL COUTO, 340, PARQUE LAFAIETE - CEP 25015320",PARQUE LAFAIETE,25015320,DUQUE DE CAXIAS,330170,,,-22.784755,-43.327252,1244,M,001,15/01/2026
3301702277913,2277913,UNIDADE BASICA DE SAUDE DR ANTONIO GRANJA,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA GENERAL MOREIRA SAMPAIO, S/N, PARQUE FLUMINENSE - CEP 25070260",PARQUE FLUMINENSE,25070260,DUQUE DE CAXIAS,330170,,,-22.722812303636932,-43.316216468811035,1244,M,001,27/01/2026
3301702277964,2277964,UNIDADE BASICA DE SAUDE DR JOSE DE FREITAS,MUNICIPIO DE DUQUE DE CAXIAS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"PRACA JOSE DE JESUS, S/N, VILA OPERARIA - CEP 25085470",VILA OPERARIA,25085470,DUQUE DE CAXIAS,330170,(21)27758167,,-22.786350355145245,-43.30557346343994,1244,M,001,15/01/2026
