CO_UNIDADE,CO_CNES,NO_FANTASIA,NO_RAZAO_SOCIAL,CRITERIO_SELECAO,ENDERECO,NO_BAIRRO,CO_CEP,NO_MUNICIPIO,CO_MUNICIPIO_GESTOR,NU_TELEFONE,NO_EMAIL,LAT,LON,CO_NATUREZA_JUR,TP_GESTAO,CO_TIPO_ESTABELECIMENTO,CO_ATIVIDADE_PRINCIPAL,"TO_CHAR(DT_ATUALIZACAO,'DD/MM/YYYY')"
3304527612036,7612036,PRONTO SOCORRO MUNICIPAL RIO DAS OSTRAS,PREFEITURA MUNICIPAL DE RIO RIO DAS OSTRAS,tipo hospital + natureza Municipio,"LAERCIO LUCIO DE CARVALHO, 1075, PARQUE ZABULAO - CEP 28893437",PARQUE ZABULAO,28893437,RIO DAS OSTRAS,330452,22 27641823,,-22.51858286390887,-41.943182945251465,1244,M,006,009,14/01/2026
3304552298120,2298120,SMS HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51,SMS RIO HOSPITAL MUNICIPAL ALBERT SCHWEITZER AP 51,nome Hospital Municipal,"RUA NILOPOLIS, 329, REALENGO - CEP 21725090",REALENGO,21725090,RIO DE JANEIRO,330455,(21) 2042-2096,faturamento.hmas@vivario.org.br,-22.86607,-43.43868,1031,M,006,007,24/03/2026
3304552273187,2273187,SMS HOSPITAL MUNICIPAL ALVARO RAMOS AP 40,SMS RIO HOSPITAL MUNICIPAL ALVARO RAMOS AP 40,nome Hospital Municipal,"RUA ADAUTO BOTELHO, 0, JACAREPAGUA - CEP 22713550",JACAREPAGUA,22713550,RIO DE JANEIRO,330455,(21)33920008,hmaramos@rio.rj.gov.br,-22.9457408,-43.3975314,1031,M,006,009,24/03/2026
3304552270242,2270242,SMS HOSPITAL MUNICIPAL BARATA RIBEIRO AP 10,SMS RIO HOSPITAL MUNICIPAL BARATA RIBEIRO AP 10,nome Hospital Municipal,"RUA VISCONDE DE NITEROI, 1450, MANGUEIRA - CEP 20943001",MANGUEIRA,20943001,RIO DE JANEIRO,330455,2122841812,hmbribeiro@rio.rj.gov.br,-22.9686606,-43.428177,1031,M,006,009,01/04/2026
3304552269481,2269481,SMS HOSPITAL MUNICIPAL DA PIEDADE AP 32,SMS RIO HOSPITAL MUNICIPAL DA PIEDADE AP 32,nome Hospital Municipal,"RUA DA CAPELA, 96, PIEDADE - CEP 20740310",PIEDADE,20740310,RIO DE JANEIRO,330455,(21)31116540,hmpiedade@rio.rj.gov.br,-22.891816,-43.309627,1031,M,006,009,25/03/2026
3304557166494,7166494,SMS HOSPITAL MUNICIPAL EVANDRO FREIRE AP 31,SMS RIO HOSPITAL MUNICIPAL EVANDRO FREIRE AP 31,nome Hospital Municipal,"ESTRADA DO GALEAO, 2920, PORTUGUESA ILHA DO G - CEP 21931582",PORTUGUESA ILHA DO G,21931582,RIO DE JANEIRO,330455,21 38122400,faturamento.hmef@cejam.org.br,-22.80518743242434,-43.21065545082092,1031,M,006,009,25/03/2026
3304552291266,2291266,SMS HOSPITAL MUNICIPAL FRANCISCO DA SILVA TELLES AP33,POSTO DE ASSISTENCIA MEDICA FRANCISCO DA SILVA TELLES,nome Hospital Municipal,"UBIRAJARA, 25, IRAJA - CEP 21230300",IRAJA,21230300,RIO DE JANEIRO,330455,021 3715070,,-22.903969,-43.20855,1031,M,006,009,10/04/2026
3304552269341,2269341,SMS HOSPITAL MUNICIPAL JESUS AP 22,SMS RIO HOSPITAL MUNICIPAL JESUS AP 22,nome Hospital Municipal,"OITO DE DEZEMBRO, 717, VILA ISABEL - CEP 20550200",VILA ISABEL,20550200,RIO DE JANEIRO,330455,,dica.hmjesus@gmail.com,-22.911417,-43.243555,1031,M,006,009,08/04/2026
3304552273381,2273381,SMS HOSPITAL MUNICIPAL JURANDYR MANFREDINI AP 40,SMS RIO HOSPITAL MUNICIPAL JURANDYR MANFREDINI AP 40,nome Hospital Municipal,"RUA SAMPAIO CORREIA, S/N, JACAREPAGUA - CEP 22713560",JACAREPAGUA,22713560,RIO DE JANEIRO,330455,(21) 3432-2246,hmjmanfredini@pcrj.rj.gov.br,-22.90347,-43.20877,1031,M,006,009,27/03/2026
3304552270609,2270609,SMS HOSPITAL MUNICIPAL LOURENCO JORGE AP 40,SMS RIO HOSPITAL MUNICIPAL LOURENCO JORGE AP 40,nome Hospital Municipal,"AV AYRTON SENNA, 2000, BARRA DA TIJUCA - CEP 22793000",BARRA DA TIJUCA,22793000,RIO DE JANEIRO,330455,21 3111-4612,hmljorge@rio.rj.gov.br,-22.9952485,-43.3643149,1031,M,006,009,30/03/2026
3304552270269,2270269,SMS HOSPITAL MUNICIPAL MIGUEL COUTO AP 21,SMS RIO HOSPITAL MUNICIPAL MIGUEL COUTO AP 21,nome Hospital Municipal,"MARIO RIBEIRO, 117, GAVEA - CEP 22430160",GAVEA,22430160,RIO DE JANEIRO,330455,21 3111-3711,hmmcdrh@gmail.com,-22.90378,-43.20888,1031,M,006,009,25/03/2026
3304552269724,2269724,SMS HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO AP 31,SMS RIO HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO AP 31,nome Hospital Municipal,"RUA TAIFEIRO OSMAR DE MORAES, 26, GALEAO - CEP 21941455",GALEAO,21941455,RIO DE JANEIRO,330455,(21)33931983/0610,hmnsloreto@gmail.com,-22.8124486,-43.2250092,1031,M,006,009,25/03/2026
3304556995462,6995462,SMS HOSPITAL MUNICIPAL PEDRO II AP 53,SMS RIO HOSPITAL MUNICIPAL PEDRO II AP 53,nome Hospital Municipal,"RUA DO PRADO, 325, SANTA CRUZ - CEP 23555012",SANTA CRUZ,23555012,RIO DE JANEIRO,330455,3365 5201,cnes.hmp2@spdm-pais.org.br,-22.909,-43.201,1031,M,006,009,26/03/2026
3304552273349,2273349,SMS HOSPITAL MUNICIPAL RAPHAEL DE PAULA SOUZA AP 40,SMS RIO HOSPITAL MUNICIPAL RAPHAEL DE PAUL A SOUZA AP 40,nome Hospital Municipal,"ESTRADA DE CURICICA, 2000, CURICICA, JACAREPAGUA - CEP 22740000",JACAREPAGUA,22740000,RIO DE JANEIRO,330455,2134136433,smsdirecaogeralhmrps@gmail.com,-22.955721,-43.3969139,1031,M,006,009,25/03/2026
3304552295407,2295407,SMS HOSPITAL MUNICIPAL ROCHA FARIA AP 52,SMS RIO HOSPITAL MUNICIPAL ROCHA FARIA AP 52,nome Hospital Municipal,"AV CESARIO DE MELO, 3215, CAMPO GRANDE - CEP 23050101",CAMPO GRANDE,23050101,RIO DE JANEIRO,330455,(21)2333-6797,direcao.hmrf@igedes.org.br,-22.908061044663658,-43.56238079119834,1031,M,006,007,25/03/2026
3304552273489,2273489,SMS HOSPITAL MUNICIPAL ROCHA MAIA AP 21,SMS RIO HOSPITAL MUNICIPAL ROCHA MAIA AP 21,nome Hospital Municipal,"GENERAL SEVERIANO, 91, BOTAFOGO - CEP 22290040",BOTAFOGO,22290040,RIO DE JANEIRO,330455,21-22952295,hospitalmunicipalrochamaia@gmail.com,-22.903077,-43.208777,1031,M,006,007,26/03/2026
3304555717256,5717256,SMS HOSPITAL MUNICIPAL RONALDO GAZOLLA AP 33,EMPRESA PUBLICA DE SAUDE DO RIO DE JANEIRO S A RIOSAUDE,nome Hospital Municipal,"AV PASTOR MARTIN LUTHER KING, 10976, ACARI - CEP 21531010",ACARI,21531010,RIO DE JANEIRO,330455,(21)2088-4600,hospitalronaldogazolla.riosaude@gmail.com,-22.825198665181972,-43.34750175476074,2011,M,006,009,10/04/2026
3304552296306,2296306,SMS HOSPITAL MUNICIPAL SALGADO FILHO AP 32,SMS RIO HOSPITAL MUNICIPAL SALGADO FILHO AP 32,nome Hospital Municipal,"ARQUIAS CORDEIRO, 370, MEIER - CEP 20770000",MEIER,20770000,RIO DE JANEIRO,330455,,,-22.90377,-43.20877,1031,M,006,009,26/03/2026
3304552280183,2280183,SMS HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,SMS RIO HOSPITAL MUNICIPAL SOUZA AGUIAR AP 10,nome Hospital Municipal,"PRACA DA REPUBLICA, 111, CENTRO - CEP 20211350",CENTRO,20211350,RIO DE JANEIRO,330455,,,-22.90822,-43.18969,1031,M,006,007,09/03/2026
3304557041624,7041624,SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51,SMS RIO HOSPITAL MUNICIPAL DA MULHER MARISKA RIBEIRO AP 51,nome Hospital Municipal,"PRACA 1 DE MAIO, S/N, BANGU - CEP 21830006",BANGU,21830006,RIO DE JANEIRO,330455,21 2042-2912,diretoria.hmmr@cejam.org.br,-22.8766711,-43.4727696,1031,M,006,013,26/03/2026
3304605095824,5095824,HOSPITAL BASILEU ESTRELA,MUNICIPIO DE SANTA MARIA MADALENA,tipo hospital + natureza Municipio,"RUA BARAO DE MACABU, 17, CENTRO - CEP 28770000",CENTRO,28770000,SANTA MARIA MADALENA,330460,2225611768,,-21.959245805178792,-42.01118230819702,1244,M,006,007,12/01/2026
3304752291320,2291320,HOSPITAL MUNICIPAL MANOEL CAROLA,MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA,nome Hospital Municipal + tipo hospital/natureza Municipio,"AV NILTON MAYERHOFFER PESSANHA, 48, PONTO DE CACIMBAS - CEP 28230000",PONTO DE CACIMBAS,28230000,SAO FRANCISCO DE ITABAPOANA,330475,22999659443,saudesfi@hotmail.com,-21.4112284,-41.1403546,1244,M,006,009,26/03/2026
3304900113891,0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,tipo hospital + natureza Municipio,"ESTRADA DE PACHECO, 216, A, LAGOINHA - CEP 24440400",LAGOINHA,24440400,SAO GONCALO,330490,,,-22.8230575,-42.9805507,1244,M,006,009,01/04/2026
3304902292084,2292084,HOSPITAL DR LUIZ PALMIER,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,tipo hospital + natureza Municipio,"PRACA ESTEPHANIA DE CARVALHO, 26, PARTE 1, ZE GAROTO - CEP 24440195",ZE GAROTO,24440195,SAO GONCALO,330490,(21) 2603-6590,,-22.8292229,-43.0567825,1244,M,006,009,26/11/2025
3304904628799,4628799,HOSPITAL GERAL DE SAO GONCALO,MUNICIPIO DE SAO GONCALO,tipo hospital + natureza Municipio,"RUA SA CARVALHO, 686, VILA IARA - CEP 24440710",VILA IARA,24440710,SAO GONCALO,330490,,,-22.8232556,-43.051897,1244,M,006,007,20/05/2025
3304902704595,2704595,HOSPITAL INFANTIL DARCY SARMANHO VARGAS,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,tipo hospital + natureza Municipio,"PRACA ESTEPHANIA DE CARVALHO, 26, PARTE 3, ZE GAROTO - CEP 24440195",ZE GAROTO,24440195,SAO GONCALO,330490,(21)26056531,,-22.8289069,-43.0545264,1244,M,006,007,16/03/2026
3304900113115,0113115,HOSPITAL MUNICIPAL RETAGUARDA GONCALENSE,SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO,nome Hospital Municipal + tipo hospital/natureza Municipio,"RUA JOAO DE SOUZA, 410, CENTRO - CEP 24445370",CENTRO,24445370,SAO GONCALO,330490,,,-22.8253875,-43.0484401,1244,M,006,009,11/03/2026
3304902297590,2297590,MATERNIDADE MUNICIPAL DR MARIO NIAJAR,MUNICIPIO DE SAO GONCALO,tipo hospital + natureza Municipio,"ALFREDO BACKER, 324, ALCANTARA - CEP 24430380",ALCANTARA,24430380,SAO GONCALO,330490,2725-7390,,-22.8183745,-43.0919633,1244,M,006,013,29/01/2026
3305102298708,2298708,HOSPITAL MUNICIPAL DE SAO JOAO DE MERITI ABDON GONCALVES,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI,nome Hospital Municipal + tipo hospital/natureza Municipio,"AVENIDA PRESIDENTE LINCOLN, S/N, JARDIM MERITI - CEP 25555200",JARDIM MERITI,25555200,SAO JOAO DE MERITI,330510,21 2651-1220,,-22.802492342034405,-43.37222099304199,1244,M,006,009,10/04/2026
3305202280582,2280582,HOSPITAL MUNICIPAL DR JOSE SEVE NETO,SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA,nome Hospital Municipal,"RUA EPAMINONDAS PEREIRA NUNES, 01, NOVA SAO PEDRO - CEP 28941140",NOVA SAO PEDRO,28941140,SAO PEDRO DA ALDEIA,330520,22 2621 2623,faturamento.psmjsn@iagp.org.br,-22.837100578529924,-42.09673763984563,1031,M,006,009,06/01/2026
3305402274310,2274310,HOSPITAL MUNICIPAL DE SAPUCAIA,MUNICIPIO DE SAPUCAIA,nome Hospital Municipal + tipo hospital/natureza Municipio,"RUA CORONEL MARCONDES, S/N, CENTRO - CEP 25880000",CENTRO,25880000,SAPUCAIA,330540,24 2040-7501,,-21.99470481691204,-42.9131555557251,1244,M,006,007,18/03/2026
3305504089189,4089189,HOSPITAL MUNICIPAL NOSSA SENHORA DE NAZARETH,MUNICIPIO DE SAQUAREMA,nome Hospital Municipal + tipo hospital/natureza Municipio,"FABIO LUCIO DOS SANTOS, 158, BARREIRA, VERDE VALE - CEP 28994434",VERDE VALE,28994434,SAQUAREMA,330550,22 26514821,SAUDE@SAQUAREMA.RJ.GOV.BR,-22.898295981056126,-42.47812271118164,1244,M,006,009,07/11/2025
3305502274299,2274299,HOSPITAL MUNICIPAL PORPHIRIO NUNES DE AZEREDO,SECRETARIA MUNICIPAL DE SAUDE DE SAQUAREMA,nome Hospital Municipal + tipo hospital/natureza Municipio,"RUA ADOLFO BRAVO, S/N, BACAXA - CEP 28994699",BACAXA,28994699,SAQUAREMA,330550,(22)26533123,,-22.895311170069917,-42.46711492538452,1244,M,006,009,08/04/2026
3305602274108,2274108,POLICLINICA MUNICIPAL AGUINALDO MORAES,MUNICIPIO DE SILVA JARDIM,tipo hospital + natureza Municipio,"OITO DE MAIO, 534, CENTRO - CEP 28820000",CENTRO,28820000,SILVA JARDIM,330560,,,-22.655,-42.395,1244,M,006,007,09/12/2025
3305702268051,2268051,HOSPITAL MUNICIPAL DR JOAO PEREIRA MARTINS,SMS SUMIDOURO,nome Hospital Municipal + tipo hospital/natureza Municipio,"RUA CARLOS ALBERTO P MOURA JUNIOR, 02, N SRA DE FATIMA - CEP 28637000",N SRA DE FATIMA,28637000,SUMIDOURO,330570,(24)25311164,,-22.047451,-42.674796,1244,M,006,009,04/11/2025
3305752283735,2283735,HOSPITAL MUNICIPAL DERMEVAL GARCIA DE FREITAS,SECRETARIA MUNICIPAL DE SAUDE DE TANGUA,nome Hospital Municipal + tipo hospital/natureza Municipio,"RUA PRIMEIRO DE MAIO, 35, CENTRO - CEP 24890000",CENTRO,24890000,TANGUA,330575,21 27472301,admpoliclinicatangua@gmail.com,-22.735245,-42.724769,1244,M,006,007,14/10/2025
3305903584968,3584968,HOSPITAL MUNICIPAL FRANCISCO LIMONGI,MUNICIPIO DE TRAJANO DE MORAES,nome Hospital Municipal + tipo hospital/natureza Municipio,"RUA NEY FORTUNA, 30, ATRAS DO CAMPO, CENTRO - CEP 28750000",CENTRO,28750000,TRAJANO DE MORAES,330590,(22)25641102,hflimongi@hotmail.com,-22.063479,-42.066602,1244,M,006,009,18/03/2026
3306152704390,2704390,HOSPITAL SAO SEBASTIAO DE VARRESAI,HOSPITAL MUNICIPAL SAO SEBASTIAO DE VARRESAI,nome Hospital Municipal + tipo hospital/natureza Municipio,"RUA OCTAVIO MONERAT, 10, CENTRO - CEP 28375000",CENTRO,28375000,VARRE-SAI,330615,2238433832,,-20.9315537,-41.8695203,1244,M,006,001,11/11/2025
3306300025143,0025143,HOSPITAL MUNICIPAL DR MUNIR RAFFUL,HOSPITAL MUNICIPAL DR MUNIR RAFFUL,nome Hospital Municipal,"AV JARAGUA, 1020, RETIRO - CEP 27277130",RETIRO,27277130,VOLTA REDONDA,330630,2433399393,hmr@epdvr.com.br,-22.4994878,-44.122840027650305,1031,M,006,009,10/03/2026
3306300025135,0025135,HOSPITAL MUNICIPAL SAO JOAO BATISTA,SERVICO AUTONOMO HOSPITALAR,nome Hospital Municipal,"RUA NOSSA SENHORA DAS GRACAS, 235, SAO GERALDO - CEP 27253610",SAO GERALDO,27253610,VOLTA REDONDA,330630,2433424144,sah@hsjb.org.br,-22.5008898,-44.0514597,1120,M,006,009,10/04/2026
